,time,value
0,0,540
1,0.0656895637512207,540.0
2,0.0946810245513916,540.0
3,0.6639735698699951,540.0
4,0.4217205047607422,540.0
5,0.4466898441314697,540.0
6,0.4739961624145508,540.0
7,0.49927496910095215,540.0
8,0.5267758369445801,540.0
9,0.5523698329925537,540.0
10,0.5795416831970215,540.0
11,0.6063430309295654,540.0
12,0.6336607933044434,540.0
13,0.6604259014129639,540.0
14,0.6873733997344971,540.0
15,0.7125144004821777,540.0
16,0.7384531497955322,540.0
17,0.7646803855895996,540.0
18,0.7928957939147949,540.0
19,0.8195297718048096,540.0
20,0.8448631763458252,540.0
21,0.8725402355194092,540.0
22,0.8995623588562012,540.0
23,0.9228761196136475,540.0
24,0.9496591091156006,540.0
25,0.9757223129272461,540.0
26,1.0017647743225098,540.0
27,1.027714490890503,534.0
28,1.0556392669677734,518.0
29,1.0807523727416992,500.0
30,1.108738899230957,487.0
31,1.1348273754119873,482.0
32,1.158815860748291,482.0
33,1.1855568885803223,482.0
34,1.2127344608306885,482.0
35,1.2368981838226318,482.0
36,1.2615647315979004,482.0
37,1.2910089492797852,482.0
38,1.3254084587097168,482.0
39,1.3445923328399658,482.0
40,1.3696606159210205,482.0
41,1.396751880645752,482.0
42,1.4243261814117432,482.0
43,1.4479718208312988,482.0
44,1.4747207164764404,482.0
45,1.498713731765747,482.0
46,1.5258193016052246,482.0
47,1.551032543182373,482.0
48,1.5754704475402832,482.0
49,1.6010475158691406,482.0
50,1.628885269165039,482.0
51,1.6543822288513184,482.0
52,1.6823320388793945,482.0
53,1.7055442333221436,482.0
54,1.7324702739715576,482.0
55,1.7565522193908691,482.0
56,1.7815892696380615,482.0
57,1.8068430423736572,482.0
58,1.8337807655334473,482.0
59,1.8598251342773438,482.0
60,1.8839037418365479,482.0
61,1.9100005626678467,482.0
62,1.936493158340454,482.0
63,1.9605276584625244,482.0
64,1.9871745109558105,482.0
65,2.0129191875457764,482.0
66,2.0391335487365723,482.0
67,2.066767930984497,482.0
68,2.090480327606201,482.0
69,2.1172537803649902,482.0
70,2.144953727722168,482.0
71,2.168160915374756,482.0
72,2.1947898864746094,482.0
73,2.2190470695495605,482.0
74,2.2461040019989014,482.0
75,2.271397352218628,482.0
76,2.297668695449829,482.0
77,2.323577404022217,482.0
78,2.3496549129486084,482.0
79,2.3740124702453613,482.0
80,2.3988800048828125,482.0
81,2.4240355491638184,482.0
82,2.450942277908325,482.0
83,2.478783369064331,482.0
84,2.5039522647857666,482.0
85,2.5318310260772705,482.0
86,2.5568947792053223,482.0
87,2.5809366703033447,482.0
88,2.609210252761841,482.0
89,2.6360881328582764,487.0
90,2.6632180213928223,495.0
91,2.690166473388672,500.0
92,2.7171027660369873,512.0
93,2.7422304153442383,519.0
94,2.76829195022583,519.0
95,2.7929434776306152,519.0
96,2.817530393600464,519.0
97,2.8431005477905273,519.0
98,2.8718369007110596,519.0
99,2.89682936668396,519.0
100,2.92290997505188,519.0
101,2.9469058513641357,519.0
102,2.9739127159118652,519.0
103,2.9990241527557373,519.0
104,3.023467779159546,519.0
105,3.0485291481018066,519.0
106,3.075488567352295,519.0
107,3.099639415740967,519.0
108,3.1265318393707275,519.0
109,3.152634859085083,519.0
110,3.1787045001983643,519.0
111,3.2029526233673096,519.0
112,3.2277963161468506,519.0
113,3.252791404724121,519.0
114,3.2798550128936768,519.0
115,3.3039419651031494,519.0
116,3.3299155235290527,519.0
117,3.357191562652588,514.0
118,3.3840229511260986,499.0
119,3.411085844039917,484.0
120,3.437242269515991,470.0
121,3.464751958847046,462.0
122,3.4904236793518066,462.0
123,3.5163216590881348,462.0
124,3.5432987213134766,462.0
125,3.570491313934326,462.0
126,3.595672845840454,462.0
127,3.619939088821411,462.0
128,3.6452572345733643,462.0
129,3.671940326690674,462.0
130,3.6995553970336914,462.0
131,3.726637840270996,462.0
132,3.7656147480010986,462.0
133,3.7827341556549072,462.0
134,3.809847354888916,462.0
135,3.835726261138916,462.0
136,3.861527442932129,462.0
