,time,value,vibration
91,2.7559151649475098,551.0,962.0
92,2.7833125591278076,540.0,964.0
93,2.810248374938965,530.0,966.0
94,2.8353703022003174,522.0,967.0
95,2.863213300704956,515.0,968.0
96,2.8882718086242676,509.0,969.0
97,2.9143288135528564,504.0,970.0
98,2.94032621383667,500.0,971.0
99,2.966367244720459,497.0,972.0
100,2.9950673580169678,495.0,972.0
101,3.019458293914795,494.0,972.0
102,3.0458343029022217,494.0,972.0
103,3.080495834350586,494.0,972.0
104,3.1021480560302734,494.0,972.0
105,3.1281206607818604,494.0,972.0
106,3.1543807983398438,494.0,972.0
107,3.1803390979766846,494.0,972.0
108,3.2077245712280273,494.0,972.0
109,3.233015298843384,494.0,972.0
110,3.259063243865967,494.0,972.0
111,3.2851462364196777,494.0,972.0
112,3.311185598373413,494.0,972.0
113,3.3373353481292725,494.0,972.0
114,3.363541841506958,494.0,972.0
115,3.3893675804138184,494.0,972.0
116,3.4164514541625977,494.0,972.0
117,3.442009449005127,494.0,972.0
118,3.46956205368042,494.0,972.0
119,3.4948251247406006,494.0,972.0
120,3.521043062210083,494.0,972.0
121,3.5480384826660156,494.0,972.0
122,3.5735108852386475,494.0,972.0
123,3.5996062755584717,494.0,972.0
124,3.6257307529449463,494.0,972.0
125,3.6529667377471924,494.0,972.0
126,3.6783175468444824,494.0,972.0
127,3.70440936088562,494.0,972.0
128,3.730454921722412,494.0,972.0
129,3.756456136703491,494.0,972.0
130,3.7828166484832764,494.0,972.0
131,3.8087024688720703,494.0,972.0
132,3.836425304412842,494.0,972.0
133,3.861652135848999,494.0,972.0
134,3.8876020908355713,494.0,972.0
135,3.9137766361236572,494.0,972.0
136,3.939739942550659,494.0,972.0
137,3.967034101486206,494.0,972.0
138,3.9924190044403076,494.0,972.0
139,4.018389463424683,495.0,972.0
140,4.044436931610107,497.0,972.0
141,4.070588111877441,504.0,973.0
142,4.0983874797821045,518.0,973.0
143,4.125378131866455,529.0,973.0
144,4.150357961654663,537.0,973.0
145,4.178645372390747,543.0,972.0
146,4.2052483558654785,549.0,972.0
147,4.232311964035034,555.0,971.0
148,4.265808820724487,561.0,971.0
149,4.28889536857605,567.0,971.0
150,4.318063259124756,575.0,971.0
151,4.342355489730835,582.0,971.0
152,4.369363784790039,587.0,971.0
153,4.396543025970459,591.0,971.0
154,4.4237165451049805,594.0,970.0
155,4.448723793029785,596.0,970.0
156,4.475827693939209,598.0,970.0
157,4.501302242279053,598.0,970.0
158,4.5273261070251465,598.0,970.0
159,4.5536439418792725,598.0,970.0
160,4.579560279846191,598.0,970.0
161,4.6060144901275635,598.0,970.0
162,4.63177752494812,598.0,970.0
163,4.659527063369751,598.0,970.0
164,4.68493127822876,598.0,970.0
165,4.710708379745483,598.0,970.0
166,4.736895322799683,598.0,970.0
167,4.763064622879028,598.0,970.0
168,4.78908896446228,598.0,970.0
169,4.815097808837891,598.0,970.0
170,4.841059923171997,598.0,970.0
171,4.867329359054565,598.0,970.0
172,4.893169164657593,596.0,970.0
173,4.920675039291382,592.0,971.0
174,4.94670844078064,586.0,973.0
175,4.9741127490997314,579.0,976.0
176,4.999265193939209,573.0,979.0
177,5.029123306274414,568.0,981.0
178,5.0540759563446045,564.0,983.0
179,5.079664707183838,560.0,984.0
180,5.105777025222778,556.0,985.0
181,5.133674144744873,553.0,986.0
182,5.159044504165649,550.0,987.0
183,5.184864521026611,548.0,988.0
184,5.213749647140503,546.0,989.0
185,5.238319158554077,544.0,990.0
186,5.2662272453308105,541.0,990.0
187,5.2912819385528564,540.0,991.0
188,5.317404508590698,539.0,991.0
189,5.3442277908325195,538.0,991.0
190,5.369705438613892,537.0,992.0
191,5.3977484703063965,537.0,992.0
192,5.424156665802002,537.0,992.0
193,5.459582090377808,537.0,992.0
194,5.480458736419678,537.0,992.0
195,5.506646633148193,537.0,992.0
196,5.53268027305603,537.0,992.0
197,5.558718681335449,537.0,992.0
198,5.585159540176392,537.0,992.0
199,5.610947847366333,537.0,992.0
200,5.636930704116821,537.0,992.0
201,5.662984609603882,537.0,992.0
202,5.689025640487671,537.0,992.0
203,5.665046453475952,537.0,992.0
204,5.715966701507568,537.0,992.0
205,5.741927146911621,537.0,992.0
206,5.768167495727539,537.0,992.0
207,5.794928789138794,537.0,992.0
208,5.82041335105896,537.0,992.0
209,5.8466575145721436,537.0,992.0
210,5.874414920806885,537.0,992.0
211,5.8996357917785645,537.0,992.0
212,5.925769567489624,537.0,992.0
213,5.953180551528931,537.0,992.0
214,5.97842812538147,537.0,992.0
215,6.004550457000732,537.0,992.0
216,6.032568454742432,537.0,992.0
217,6.0578577518463135,537.0,992.0
218,6.0838093757629395,537.0,992.0
219,6.1111931800842285,537.0,992.0
220,6.136506080627441,537.0,992.0
221,6.1644651889801025,537.0,992.0
222,6.189468145370483,537.0,992.0
223,6.217596054077148,537.0,992.0
224,6.242585897445679,537.0,992.0
225,6.2686989307403564,537.0,992.0
226,6.294750213623047,537.0,992.0
227,6.320700407028198,537.0,992.0
228,6.346930742263794,537.0,992.0
229,6.372825384140015,537.0,992.0
230,6.398825407028198,537.0,992.0
231,6.425108909606934,537.0,992.0
232,6.4510204792022705,537.0,992.0
233,6.477245807647705,537.0,992.0
234,6.503365516662598,537.0,992.0
235,6.529170036315918,537.0,992.0
236,6.555705547332764,537.0,992.0
237,6.581519842147827,537.0,992.0
238,6.607469797134399,537.0,992.0
239,6.634928941726685,537.0,992.0
240,6.660701274871826,537.0,992.0
241,6.686620473861694,537.0,992.0
242,6.714434385299683,537.0,992.0
243,6.740086317062378,537.0,992.0
244,6.765764474868774,537.0,992.0
245,6.792140960693359,537.0,992.0
246,6.817871809005737,540.0,992.0
247,6.844036102294922,545.0,992.0
248,6.871445655822754,548.0,993.0
249,6.898786306381226,551.0,994.0
250,6.925631046295166,555.0,995.0
251,6.954453468322754,563.0,996.0
252,6.980484247207642,571.0,997.0
253,7.007256507873535,575.0,998.0
254,7.032365083694458,579.0,998.0
255,7.059025764465332,584.0,998.0
256,7.084556818008423,589.0,998.0
257,7.110694885253906,593.0,998.0
258,7.138596296310425,596.0,998.0
259,7.163732290267944,599.0,998.0
260,7.191877126693726,601.0,998.0
261,7.216928720474243,603.0,998.0
262,7.243817090988159,605.0,998.0
263,7.2694408893585205,606.0,998.0
264,7.295708179473877,606.0,998.0
265,7.321488618850708,606.0,998.0
266,7.3476457595825195,606.0,998.0
267,7.373805284500122,606.0,998.0
268,7.3996741771698,606.0,998.0
269,7.426512718200684,606.0,998.0
270,7.452136516571045,606.0,998.0
271,7.478159427642822,606.0,998.0
272,7.504643440246582,606.0,998.0
273,7.530381917953491,606.0,998.0
274,7.5565667152404785,606.0,998.0
275,7.58250093460083,606.0,998.0
276,7.61053729057312,606.0,998.0
277,7.635746717453003,606.0,998.0
278,7.6617419719696045,606.0,998.0
279,7.687778472900391,606.0,998.0
280,7.714717388153076,606.0,998.0
281,7.740543365478516,606.0,998.0
282,7.766561985015869,606.0,998.0
283,7.794500112533569,606.0,998.0
284,7.821563720703125,606.0,998.0
285,7.8468523025512695,606.0,998.0
286,7.872692108154297,606.0,998.0
287,7.9006054401397705,605.0,999.0
288,7.926927804946899,597.0,1003.0
289,7.956324815750122,588.0,1007.0
290,7.981793165206909,581.0,1010.0
291,8.007533311843872,575.0,1012.0
292,8.03520655632019,568.0,1014.0
293,8.063994646072388,560.0,1016.0
294,8.088570594787598,555.0,1017.0
295,8.114301443099976,550.0,1018.0
296,8.142186880111694,545.0,1020.0
297,8.168485164642334,540.0,1021.0
298,8.193867444992065,537.0,1021.0
299,8.219866037368774,535.0,1022.0
300,8.247407674789429,533.0,1022.0
301,8.272775888442993,533.0,1023.0
302,8.30043625831604,533.0,1023.0
303,8.32561445236206,533.0,1023.0
304,8.35188913345337,533.0,1023.0
305,8.377825021743774,533.0,1023.0
306,8.403969526290894,533.0,1023.0
307,8.430213928222656,533.0,1023.0
308,8.4559965133667,533.0,1023.0
309,8.481935024261475,533.0,1023.0
310,8.50855016708374,533.0,1023.0
311,8.535093784332275,533.0,1023.0
312,8.560877799987793,533.0,1023.0
313,8.58708643913269,533.0,1023.0
314,8.612906694412231,533.0,1023.0
315,8.639096975326538,533.0,1023.0
316,8.665077924728394,533.0,1023.0
317,8.69493842124939,533.0,1023.0
318,8.719231128692627,533.0,1023.0
319,8.745256900787354,537.0,1023.0
320,8.771105289459229,538.0,1024.0
321,8.800617456436157,546.0,1037.0
322,8.8248872756958,551.0,1049.0
323,8.850934267044067,552.0,1049.0
324,8.876847743988037,552.0,1049.0
325,8.90482783317566,552.0,1049.0
326,8.933038473129272,552.0,1037.0
327,8.959070920944214,549.0,1020.0
328,8.985335111618042,546.0,1015.0
329,9.011531591415405,546.0,1015.0
330,9.037354946136475,546.0,1015.0
331,9.063207149505615,545.0,1016.0
332,9.09121322631836,543.0,1017.0
333,9.118200778961182,542.0,1018.0
334,9.149909734725952,537.0,1013.0
335,9.17621922492981,527.0,1005.0
336,9.202576398849487,523.0,1002.0
337,9.229378700256348,523.0,1002.0
338,9.254618406295776,523.0,1002.0
339,9.280258178710938,523.0,1002.0
340,9.30659794807434,523.0,1002.0
341,9.332473754882812,523.0,1002.0
342,9.359720706939697,523.0,1002.0
343,9.38515305519104,523.0,1002.0
344,9.411110639572144,523.0,1002.0
345,9.437265634536743,523.0,1002.0
346,9.463176727294922,523.0,1002.0
347,9.489230394363403,523.0,1002.0
348,9.517246007919312,523.0,1002.0
349,9.543224811553955,523.0,1002.0
350,9.568994283676147,523.0,1002.0
351,9.596078395843506,523.0,1002.0
352,9.62139105796814,523.0,1002.0
353,9.647474527359009,523.0,1002.0
354,9.673505306243896,523.0,1002.0
355,9.699458360671997,523.0,1002.0
356,9.725529670715332,523.0,1002.0
357,9.751994609832764,523.0,1002.0
358,9.779671907424927,524.0,1002.0
359,9.804835319519043,524.0,1002.0
360,9.830697059631348,523.0,1001.0
361,9.856921195983887,522.0,1001.0
362,9.882826089859009,522.0,1001.0
363,9.908869504928589,523.0,999.0
364,9.935344219207764,524.0,997.0
365,9.961069583892822,525.0,996.0
366,9.989245414733887,526.0,994.0
367,10.014347314834595,526.0,994.0
368,10.040558576583862,526.0,994.0
369,10.066545009613037,526.0,994.0
370,10.094449281692505,526.0,994.0
371,10.119392156600952,526.0,994.0
372,10.14584994316101,526.0,994.0
373,10.171642065048218,526.0,994.0
374,10.197688102722168,526.0,994.0
375,10.22385549545288,526.0,994.0
376,10.251587152481079,527.0,996.0
377,10.28057074546814,527.0,998.0
378,10.30534315109253,527.0,999.0
379,10.330972671508789,526.0,1001.0
380,10.357221841812134,526.0,1002.0
381,10.385113000869751,525.0,1003.0
382,10.410160303115845,526.0,1003.0
383,10.436316013336182,527.0,1003.0
384,10.462219476699829,528.0,1002.0
385,10.488369941711426,528.0,1002.0
386,10.51439619064331,528.0,1002.0
387,10.540543556213379,528.0,1002.0
388,10.566474437713623,528.0,1002.0
389,10.592459678649902,528.0,1002.0
390,10.618559837341309,528.0,1002.0
391,10.64459228515625,528.0,1002.0
392,10.670634984970093,528.0,1002.0
393,10.69696831703186,528.0,1002.0
394,10.72291612625122,528.0,1002.0
395,10.750174522399902,528.0,1002.0
396,10.775540590286255,528.0,1002.0
397,10.8015456199646,528.0,1002.0
398,10.827666997909546,528.0,1002.0
399,10.854655265808105,528.0,1002.0
400,10.880527973175049,528.0,1002.0
401,10.906341552734375,528.0,1002.0
402,10.932730674743652,528.0,1002.0
403,10.958597183227539,528.0,1002.0
404,10.934630155563354,528.0,1002.0
405,10.98652458190918,529.0,1002.0
406,11.012119770050049,529.0,1002.0
407,11.038883924484253,529.0,1003.0
408,11.064438581466675,530.0,1005.0
409,11.090546369552612,534.0,1007.0
410,11.116574764251709,537.0,1008.0
411,11.14246392250061,537.0,1008.0
412,11.170511245727539,537.0,1008.0
413,11.195536613464355,537.0,1008.0
414,11.221662759780884,537.0,1008.0
415,11.247812032699585,537.0,1008.0
416,11.274666786193848,537.0,1008.0
417,11.30043625831604,537.0,1008.0
418,11.326395750045776,537.0,1008.0
419,11.352424621582031,537.0,1008.0
420,11.378530025482178,537.0,1008.0
421,11.404543399810791,537.0,1008.0
422,11.430653095245361,537.0,1008.0
423,11.457207679748535,537.0,1008.0
424,11.484355449676514,537.0,1008.0
425,11.509554862976074,537.0,1008.0
426,11.535699605941772,537.0,1008.0
427,11.562650680541992,537.0,1008.0
428,11.588159084320068,537.0,1008.0
429,11.614349842071533,535.0,1010.0
430,11.640258312225342,532.0,1012.0
431,11.668166160583496,531.0,1012.0
432,11.693163871765137,531.0,1012.0
433,11.71927547454834,531.0,1012.0
434,11.745500326156616,531.0,1012.0
435,11.771345376968384,531.0,1012.0
436,11.797598838806152,531.0,1012.0
437,11.823882102966309,531.0,1012.0
438,11.849843740463257,531.0,1012.0
439,11.875951528549194,531.0,1012.0
440,11.901853322982788,531.0,1012.0
441,11.92784309387207,531.0,1012.0
442,11.95407748222351,531.0,1012.0
443,11.980008602142334,531.0,1012.0
444,12.005972623825073,531.0,1012.0
445,12.03279709815979,531.0,1012.0
446,12.058384418487549,531.0,1012.0
447,12.084698677062988,531.0,1012.0
448,12.110531091690063,531.0,1012.0
449,12.136515855789185,531.0,1012.0
450,12.164327383041382,531.0,1012.0
451,12.189416408538818,531.0,1012.0
452,12.215535163879395,531.0,1012.0
453,12.24143362045288,531.0,1012.0
454,12.267655849456787,531.0,1012.0
455,12.294257402420044,531.0,1012.0
456,12.32178544998169,531.0,1012.0
457,12.346912384033203,535.0,1012.0
458,12.374164342880249,541.0,1010.0
459,12.399694919586182,543.0,1009.0
460,12.427607774734497,543.0,1009.0
461,12.45261287689209,543.0,1008.0
462,12.480353355407715,543.0,1008.0
463,12.506579637527466,543.0,1008.0
464,12.532488107681274,543.0,1008.0
465,12.55819034576416,543.0,1008.0
466,12.584283113479614,543.0,1008.0
467,12.610387563705444,543.0,1008.0
468,12.636372327804565,543.0,1008.0
469,12.662330865859985,543.0,1008.0
470,12.68850564956665,543.0,1008.0
471,12.714481353759766,543.0,1008.0
472,12.741633892059326,543.0,1008.0
473,12.767268896102905,542.0,1008.0
474,12.794022798538208,539.0,1009.0
475,12.819518327713013,534.0,1009.0
476,12.847583293914795,533.0,1009.0
477,12.872636318206787,533.0,1009.0
478,12.89858627319336,533.0,1009.0
479,12.924662113189697,533.0,1009.0
480,12.950642108917236,533.0,1009.0
481,12.976909875869751,533.0,1009.0
482,13.003313302993774,533.0,1009.0
483,13.028994798660278,533.0,1009.0
484,13.055323600769043,533.0,1009.0
485,13.081159830093384,533.0,1009.0
486,13.107205152511597,533.0,1009.0
487,13.133327007293701,533.0,1009.0
488,13.161229848861694,533.0,1009.0
489,13.188164710998535,533.0,1009.0
490,13.213289737701416,533.0,1009.0
491,13.239253997802734,533.0,1009.0
492,13.265308618545532,533.0,1009.0
493,13.291512727737427,533.0,1009.0
494,13.317612648010254,533.0,1009.0
495,13.343485355377197,533.0,1009.0
496,13.369746685028076,533.0,1009.0
497,13.395694732666016,533.0,1009.0
498,13.423013925552368,536.0,1007.0
499,13.448298692703247,537.0,1007.0
500,13.474323987960815,539.0,1007.0
501,13.502366781234741,542.0,1005.0
502,13.529478549957275,543.0,1004.0
503,13.554684400558472,543.0,1004.0
504,13.581311225891113,543.0,1004.0
505,13.60692286491394,544.0,1004.0
506,13.632975816726685,544.0,1004.0
507,13.659006834030151,544.0,1004.0
508,13.68505334854126,544.0,1004.0
509,13.712986946105957,544.0,1004.0
510,13.737953901290894,544.0,1004.0
511,13.764159440994263,544.0,1004.0
512,13.790222644805908,544.0,1004.0
513,13.81623101234436,544.0,1004.0
514,13.842346668243408,544.0,1004.0
515,13.868248462677002,543.0,1005.0
516,13.894320487976074,541.0,1006.0
517,13.924104452133179,539.0,1007.0
518,13.95006275177002,539.0,1007.0
519,13.974977254867554,539.0,1007.0
520,14.001210451126099,539.0,1007.0
521,14.027198314666748,539.0,1007.0
522,14.054150819778442,539.0,1007.0
523,14.079591274261475,539.0,1007.0
524,14.105549335479736,539.0,1007.0
525,14.133579730987549,539.0,1007.0
526,14.158568143844604,539.0,1007.0
527,14.188729047775269,539.0,1007.0
528,14.2132089138031,539.0,1007.0
529,14.238937377929688,539.0,1007.0
530,14.26527738571167,539.0,1007.0
531,14.291342735290527,539.0,1007.0
532,14.317455053329468,539.0,1007.0
533,14.343733072280884,539.0,1007.0
534,14.369527816772461,539.0,1007.0
535,14.395647525787354,539.0,1007.0
536,14.421767234802246,539.0,1007.0
537,14.447671890258789,539.0,1007.0
538,14.473795413970947,539.0,1007.0
539,14.49973726272583,543.0,1008.0
540,14.526148319244385,546.0,1008.0
541,14.55301570892334,546.0,1008.0
542,14.578838586807251,546.0,1008.0
543,14.60478138923645,546.0,1008.0
544,14.630701065063477,545.0,1008.0
545,14.656805992126465,545.0,1008.0
546,14.682878971099854,545.0,1008.0
547,14.708877325057983,545.0,1008.0
548,14.735039234161377,545.0,1008.0
549,14.761028051376343,545.0,1008.0
550,14.78703498840332,545.0,1008.0
551,14.8131263256073,545.0,1008.0
552,14.839035511016846,545.0,1008.0
553,14.86509394645691,545.0,1008.0
554,14.891220808029175,545.0,1008.0
555,14.919131994247437,545.0,1007.0
556,14.944867610931396,541.0,1006.0
557,14.970868349075317,536.0,1002.0
558,14.996806144714355,536.0,1002.0
559,15.022810935974121,536.0,1002.0
560,15.050033569335938,536.0,1002.0
561,15.075472831726074,536.0,1002.0
562,15.101560115814209,536.0,1002.0
563,15.127594709396362,536.0,1002.0
564,15.15383005142212,536.0,1002.0
565,15.180068254470825,536.0,1002.0
566,15.20592999458313,536.0,1002.0
567,15.231886148452759,536.0,1002.0
568,15.258177518844604,536.0,1002.0
569,15.284200429916382,536.0,1002.0
570,15.310436964035034,536.0,1002.0
571,15.336748838424683,536.0,1002.0
572,15.36269497871399,536.0,1002.0
573,15.388798236846924,536.0,1002.0
574,15.414757013320923,536.0,1002.0
575,15.442633628845215,536.0,1002.0
576,15.467710971832275,536.0,1002.0
577,15.493882656097412,536.0,1002.0
578,15.520159006118774,536.0,1002.0
579,15.545976638793945,536.0,1002.0
580,15.573317289352417,538.0,1002.0
581,15.598660230636597,539.0,1002.0
582,15.625521659851074,539.0,1002.0
583,15.651137590408325,539.0,1002.0
584,15.677173137664795,539.0,1002.0
585,15.703455686569214,539.0,1002.0
586,15.729347467422485,539.0,1002.0
587,15.756025314331055,539.0,1002.0
588,15.781673431396484,539.0,1002.0
589,15.807661533355713,539.0,1002.0
590,15.833715915679932,539.0,1002.0
591,15.859671354293823,539.0,1002.0
592,15.885732173919678,539.0,1002.0
593,15.91250991821289,539.0,1002.0
594,15.938104629516602,539.0,1002.0
595,15.964330673217773,539.0,1002.0
596,15.990241050720215,539.0,1002.0
597,16.017019033432007,536.0,1004.0
598,16.04306697845459,533.0,1004.0
599,16.068843841552734,532.0,1004.0
600,16.095168590545654,532.0,1004.0
601,16.12103772163391,532.0,1004.0
602,16.147000312805176,532.0,1004.0
603,16.17330265045166,532.0,1004.0
604,16.19922709465027,532.0,1004.0
605,16.17512798309326,532.0,1004.0
606,16.22681427001953,532.0,1004.0
607,16.25235939025879,532.0,1004.0
608,16.278735160827637,532.0,1004.0
609,16.304625988006592,532.0,1004.0
610,16.330523014068604,532.0,1004.0
611,16.356684923171997,532.0,1004.0
612,16.38269829750061,532.0,1004.0
613,16.408984422683716,532.0,1004.0
614,16.434871435165405,532.0,1004.0
615,16.46083903312683,532.0,1004.0
616,16.487116813659668,532.0,1004.0
617,16.51296329498291,532.0,1004.0
618,16.539078950881958,532.0,1004.0
619,16.565170764923096,532.0,1004.0
620,16.59110951423645,532.0,1004.0
621,16.617823839187622,536.0,1003.0
622,16.64490532875061,541.0,1002.0
623,16.670633792877197,541.0,1002.0
624,16.697725296020508,541.0,1002.0
625,16.723236083984375,541.0,1002.0
626,16.749258518218994,541.0,1002.0
627,16.775293350219727,541.0,1002.0
628,16.803507089614868,541.0,1002.0
629,16.828405380249023,541.0,1002.0
630,16.854669332504272,541.0,1002.0
631,16.880608797073364,541.0,1002.0
632,16.906548738479614,541.0,1002.0
633,16.93454670906067,541.0,1002.0
634,16.959765672683716,541.0,1002.0
635,16.985699892044067,541.0,1002.0
636,17.01338291168213,541.0,1002.0
637,17.038479328155518,541.0,1002.0
638,17.064443349838257,541.0,1002.0
639,17.090606451034546,541.0,1002.0
640,17.116568088531494,541.0,1002.0
641,17.144529819488525,541.0,1002.0
642,17.16977047920227,541.0,1002.0
643,17.195642948150635,541.0,1002.0
644,17.222803592681885,541.0,1002.0
645,17.24815797805786,541.0,1002.0
646,17.274305820465088,541.0,1002.0
647,17.300309658050537,541.0,1002.0
648,17.32626175880432,541.0,1002.0
649,17.35237169265747,541.0,1002.0
650,17.378488063812256,541.0,1002.0
651,17.404754161834717,541.0,1002.0
652,17.43093228340149,541.0,1002.0
653,17.458014249801636,541.0,1002.0
654,17.48341417312622,543.0,1002.0
655,17.51140332221985,552.0,999.0
656,17.538329362869263,565.0,994.0
657,17.565197944641113,577.0,990.0
658,17.592242002487183,588.0,987.0
659,17.61724328994751,596.0,985.0
660,17.645174741744995,601.0,984.0
661,17.670241355895996,603.0,984.0
662,17.69836139678955,604.0,983.0
663,17.723484754562378,605.0,983.0
664,17.75092124938965,606.0,983.0
665,17.778818607330322,606.0,983.0
666,17.80381417274475,606.0,983.0
667,17.83101534843445,606.0,983.0
668,17.85650897026062,606.0,983.0
669,17.884292125701904,606.0,983.0
670,17.90934467315674,606.0,983.0
671,17.93540644645691,606.0,983.0
672,17.96150779724121,606.0,983.0
673,17.987492322921753,606.0,983.0
674,18.01350975036621,606.0,983.0
675,18.03954315185547,606.0,983.0
676,18.065656661987305,606.0,983.0
677,18.093568563461304,606.0,983.0
678,18.118582248687744,606.0,983.0
679,18.144809246063232,606.0,983.0
680,18.170761823654175,606.0,983.0
681,18.19672918319702,606.0,983.0
682,18.22421932220459,606.0,983.0
683,18.249442100524902,606.0,983.0
684,18.277353048324585,606.0,983.0
685,18.303855180740356,606.0,983.0
686,18.329356908798218,606.0,983.0
687,18.355164527893066,606.0,983.0
688,18.383159637451172,607.0,982.0
689,18.40854287147522,609.0,981.0
690,18.43448543548584,610.0,981.0
691,18.46042776107788,610.0,981.0
692,18.486677646636963,610.0,981.0
693,18.512831687927246,610.0,981.0
694,18.538585901260376,610.0,981.0
695,18.56502366065979,610.0,981.0
696,18.593789100646973,606.0,978.0
697,18.62013840675354,595.0,974.0
698,18.64533019065857,583.0,973.0
699,18.671260118484497,569.0,973.0
700,18.701181173324585,556.0,975.0
701,18.727171897888184,541.0,977.0
702,18.754016637802124,524.0,980.0
703,18.779484272003174,509.0,983.0
704,18.80523920059204,499.0,985.0
705,18.831348657608032,492.0,986.0
706,18.85765242576599,482.0,986.0
707,18.885306119918823,468.0,987.0
708,18.91221523284912,458.0,988.0
709,18.937326669692993,451.0,988.0
710,18.963210582733154,446.0,989.0
711,18.990938186645508,441.0,990.0
712,19.016231298446655,439.0,990.0
713,19.04222321510315,437.0,990.0
714,19.068212747573853,437.0,991.0
715,19.09429907798767,437.0,991.0
716,19.120888471603394,437.0,991.0
717,19.147926092147827,437.0,991.0
718,19.17463231086731,437.0,991.0
719,19.199987411499023,437.0,991.0
720,19.227821588516235,437.0,991.0
721,19.252911806106567,437.0,991.0
722,19.279419660568237,437.0,991.0
723,19.3052659034729,437.0,991.0
724,19.331132888793945,437.0,991.0
725,19.359355211257935,437.0,991.0
726,19.384321451187134,437.0,991.0
727,19.41225838661194,437.0,991.0
728,19.43725275993347,437.0,991.0
729,19.463568925857544,437.0,991.0
730,19.489466667175293,437.0,991.0
731,19.516072511672974,437.0,991.0
732,19.541866302490234,437.0,993.0
733,19.569759130477905,439.0,995.0
734,19.596204042434692,442.0,997.0
735,19.625136852264404,446.0,999.0
736,19.651079177856445,450.0,1001.0
737,19.676137924194336,454.0,1002.0
738,19.705760717391968,459.0,1003.0
739,19.730671405792236,464.0,1003.0
740,19.75821042060852,470.0,1004.0
741,19.783265590667725,477.0,1005.0
742,19.810337781906128,483.0,1005.0
743,19.83767533302307,489.0,1005.0
744,19.864999532699585,495.0,1005.0
745,19.890857934951782,501.0,1005.0
746,19.917015314102173,508.0,1005.0
747,19.945709705352783,515.0,1005.0
748,19.971664905548096,522.0,1005.0
749,19.996949434280396,528.0,1005.0
