,time,value
0,0,540
1,0.06406879425048828,540.0
2,0.09187507629394531,540.0
3,0.6650378704071045,540.0
4,0.41556692123413086,540.0
5,0.44468164443969727,540.0
6,0.4692392349243164,540.0
7,0.49570798873901367,540.0
8,0.5235104560852051,540.0
9,0.54927659034729,540.0
10,0.5749781131744385,540.0
11,0.6010830402374268,540.0
12,0.6287417411804199,540.0
13,0.6555347442626953,540.0
14,0.6824226379394531,540.0
15,0.7075586318969727,540.0
16,0.7335772514343262,540.0
17,0.7594518661499023,540.0
18,0.7856836318969727,540.0
19,0.8129251003265381,540.0
20,0.8405642509460449,540.0
21,0.8674135208129883,540.0
22,0.8924026489257812,540.0
23,0.9164133071899414,540.0
24,0.9435827732086182,540.0
25,0.9697189331054688,540.0
26,0.9973688125610352,540.0
27,1.0225532054901123,540.0
28,1.048823595046997,540.0
29,1.0747637748718262,540.0
30,1.1007623672485352,540.0
31,1.1269385814666748,540.0
32,1.1529276371002197,540.0
33,1.1788735389709473,540.0
34,1.2051723003387451,540.0
35,1.2310621738433838,540.0
36,1.2582755088806152,540.0
37,1.2836811542510986,540.0
38,1.313727855682373,540.0
39,1.337744951248169,540.0
40,1.36171555519104,540.0
41,1.3904144763946533,540.0
42,1.4156148433685303,540.0
43,1.4416632652282715,540.0
44,1.465738296508789,540.0
45,1.4908778667449951,540.0
46,1.5178613662719727,540.0
47,1.5418734550476074,540.0
48,1.5668931007385254,540.0
49,1.591958999633789,540.0
50,1.619100570678711,540.0
51,1.644120693206787,540.0
52,1.6687965393066406,540.0
53,1.695554494857788,540.0
54,1.7219822406768799,540.0
55,1.7471952438354492,544.0
56,1.7735037803649902,554.0
57,1.7996175289154053,568.0
58,1.826432704925537,597.0
59,1.851895809173584,612.0
60,1.8826613426208496,626.0
61,1.9079015254974365,629.0
62,1.9327540397644043,629.0
63,1.958935022354126,629.0
64,1.9849355220794678,629.0
65,2.011138677597046,629.0
66,2.0371310710906982,629.0
67,2.0631656646728516,629.0
68,2.0894060134887695,629.0
69,2.115262985229492,629.0
70,2.141400098800659,629.0
71,2.167806625366211,629.0
72,2.1936113834381104,629.0
73,2.2197391986846924,629.0
74,2.2463181018829346,629.0
75,2.2735564708709717,629.0
76,2.2987940311431885,629.0
77,2.32476544380188,629.0
78,2.350865364074707,629.0
79,2.377100944519043,629.0
80,2.402886152267456,629.0
81,2.4290931224823,629.0
82,2.4550716876983643,629.0
83,2.4822168350219727,629.0
84,2.5076727867126465,629.0
85,2.535240411758423,629.0
86,2.560467481613159,629.0
87,2.588557004928589,629.0
88,2.611584186553955,629.0
89,2.6366968154907227,629.0
90,2.663132905960083,629.0
91,2.6893622875213623,629.0
92,2.7134218215942383,629.0
93,2.7386515140533447,629.0
94,2.7634499073028564,629.0
95,2.7907590866088867,629.0
96,2.814624547958374,629.0
97,2.8399081230163574,629.0
98,2.864861011505127,629.0
99,2.8918635845184326,629.0
100,2.9159531593322754,629.0
101,2.9408864974975586,629.0
102,2.9659852981567383,629.0
103,2.993187665939331,629.0
104,3.0194263458251953,629.0
